19592 580 798
19599 0 477
19585 110 405
19585 1103 722
19583 632 798
20209 0 459
20209 76 401
20224 66 583
20224 253 566
20217 0 446
20220 62 367
20220 151 566
20220 390 559
19015 0 448
19007 50 406
19007 1129 631
19007 181 619
19009 0 446
19009 118 393
19009 120 566
19009 445 579
9201 0 325
9201 100 300
9213 2123 508
9221 1326 509
9198 0 308
9203 146 270
9203 843 586
9203 1057 544
9558 0 318
9552 92 292
9561 1448 746
9561 2188 633
10291 0 324
10291 146 294
10305 931 480
10305 681 461
9367 0 312
9367 76 286
9402 990 763
9401 2108 628
9388 0 308
9361 160 299
9382 198 496
9394 835 453
9772 0 330
9772 150 310
9788 2309 592
9787 1773 639
9778 0 309
9776 92 275
9795 988 414
9795 595 443
9568 0 310
9547 100 308
9566 534 556
9567 1433 520
9549 0 304
9543 108 302
9557 254 596
9559 738 565
6386 0 241
6373 86 244
6398 2459 348
6394 2192 365
6125 0 216
6125 132 212
6145 101 484
6173 865 318
6422 0 236
6419 84 233
6470 1562 384
6458 2397 378
6422 0 216
6422 92 216
6422 154 461
6451 823 362
6703 0 245
6698 122 246
6742 1919 519
6726 3247 400
6718 0 226
6702 102 221
6742 696 441
6756 802 380
5893 0 219
5888 100 228
5943 1862 364
5953 2533 324
5907 0 199
5888 130 212
5923 443 287
5915 701 270
6395 0 220
6385 100 214
6413 2360 392
6411 1933 374
6388 0 206
6387 122 223
6402 633 367
6393 704 402
4393 0 164
4375 100 184
4395 2569 327
4396 3239 245
4394 0 159
4381 158 187
4381 501 290
4383 668 222
4186 0 160
4171 96 173
4236 2044 302
4233 2987 224
4177 0 143
4183 124 180
4222 84 227
4211 415 224
4761 0 199
4731 102 192
4799 2044 402
4800 2953 269
4549 0 174
4528 146 203
4572 536 213
4590 598 188
4474 0 160
4458 108 187
4514 2067 281
4501 2645 222
4477 0 170
4464 96 195
4488 334 325
4498 637 235
4409 0 166
4407 140 190
4463 2524 224
4484 3029 219
4408 0 156
4384 176 152
4418 120 290
4448 705 202
3540 0 148
3542 128 144
3587 2113 210
3605 3148 162
3550 0 127
3528 150 133
3553 62 245
3559 431 156
3324 0 120
3314 132 137
3388 2278 145
3395 3064 168
3330 0 123
3321 128 126
3344 467 232
3380 447 147
3372 0 140
3370 118 145
3436 3108 150
3452 3334 158
3583 0 123
3579 130 142
3609 957 155
3642 686 132
3693 0 138
3674 144 149
3763 2539 190
3767 2559 192
3469 0 135
3472 128 137
3490 136 235
3561 526 151
3414 0 140
3387 120 140
3470 2254 262
3477 3144 174
3410 0 124
3394 134 135
3419 695 146
3429 394 159
2958 0 113
2960 96 133
2992 2757 130
2994 3259 128
2958 0 103
2935 200 121
3000 421 125
2994 514 128
1625 0 60
1618 64 63
1695 2591 74
1695 2569 72
1612 0 72
1640 78 72
1699 400 66
1699 655 37
20366 0 449
20351 215 347
20343 474 773
20351 1156 807
19835 0 424
19835 361 397
19835 247 688
19835 909 630
18495 0 403
18486 122 339
18529 472 823
18536 837 822
18485 0 424
18497 142 373
18521 235 538
18517 647 552
9661 0 249
9629 390 279
9662 1424 635
9676 3753 491
9639 0 269
9615 367 271
9643 966 500
9673 1480 442
9662 0 267
9650 283 239
9693 2945 401
9671 2889 448
9662 0 258
9686 322 259
9676 2301 309
9660 1154 387
6143 0 183
6099 323 181
6167 2390 441
6158 4008 280
6256 0 183
6239 147 196
6255 627 203
6317 1128 211
6030 0 165
6030 427 181
6051 2100 484
6112 5342 232
6035 0 170
6026 433 175
6046 108 262
6057 1084 189
6144 0 170
6110 360 192
6178 3448 352
6215 6049 272
6130 0 177
6112 284 188
6119 333 370
6133 1743 237
6302 0 156
6311 235 204
6356 2957 315
6357 4497 285
6212 0 164
6248 182 203
6222 1702 350
6274 1357 287
6324 0 195
6287 293 204
6321 3637 375
6371 5368 301
6310 0 187
6285 449 184
6295 790 227
6307 1170 222
5892 0 201
5891 356 172
5915 3482 246
5927 4226 244
5877 0 168
5873 333 168
5931 1331 240
5929 1415 259
6041 0 186
6021 316 189
6087 2831 250
6100 4104 261
6025 0 149
6025 328 186
6051 590 401
6059 1711 253
4627 0 140
4609 228 169
4679 3558 143
4671 4184 200
4631 0 113
4611 217 157
4664 353 315
4670 897 191
4698 0 146
4692 303 136
4726 3128 210
4725 5106 209
4698 0 154
4702 187 158
4716 1485 161
4718 1474 162
3660 0 100
3629 162 133
3671 1759 212
3755 6245 135
3633 0 90
3645 197 149
3653 1015 243
3701 1084 137
2892 0 91
2928 297 98
2958 5307 92
2974 2997 86
2760 0 81
2760 292 104
2805 346 76
2808 500 95
1525 0 33
1531 123 63
1621 3473 69
1621 3473 69
1506 0 29
1540 402 21
1581 1190 5
1596 310 9
